080058	???
5419C8	vivo Mobile Communication Co., Ltd.
205D47	vivo Mobile Communication Co., Ltd.
3CA348	vivo Mobile Communication Co., Ltd.
18E29F	vivo Mobile Communication Co., Ltd.
28FAA0	vivo Mobile Communication Co., Ltd.
10F681	vivo Mobile Communication Co., Ltd.
3CB6B7	vivo Mobile Communication Co., Ltd.
1CDA27	vivo Mobile Communication Co., Ltd.
E45AA2	vivo Mobile Communication Co., Ltd.
886AB1	vivo Mobile Communication Co., Ltd.
BC2F3D	vivo Mobile Communication Co., Ltd.
F470AB	vivo Mobile Communication Co., Ltd.
70D923	vivo Mobile Communication Co., Ltd.
C46699	vivo Mobile Communication Co., Ltd.
F42981	vivo Mobile Communication Co., Ltd.
6091F3	vivo Mobile Communication Co., Ltd.
9CFBD5	vivo Mobile Communication Co., Ltd.
DC1AC5	vivo Mobile Communication Co., Ltd.
9CA5C0	vivo Mobile Communication Co., Ltd.
C4ABB2	vivo Mobile Communication Co., Ltd.
FC1A11	vivo Mobile Communication Co., Ltd.
E0DDC0	vivo Mobile Communication Co., Ltd.
ECDF3A	vivo Mobile Communication Co., Ltd.
F01B6C	vivo Mobile Communication Co., Ltd.
609E64	Vivonic GmbH
64B64A	ViVOtech, Inc.
0002D1	Vivotek, Inc
001981	Vivox Inc
0415D9	Viwone
000C34	Vixen Co., Ltd.
0014F3	ViXS Systems Inc
14893E	VIXTEL TECHNOLOGIES LIMTED
245880	Vizeo
002565	Vizimax Inc.
3C9BD6	Vizio
006B9E	Vizio
2C641F	Vizio
00199D	Vizio
A48D3B	Vizio
CC95D7	Vizio
A06A44	Vizio
C41CFF	Vizio
74E277	Vizmonet Pte Ltd
0016B0	VK Corporation
B843E4	Vlatacom
00D02F	VLSI TECHNOLOGY INC.
002038	VME MICROSYSTEMS INTERNATIONAL CORPORATION
006046	VMETRO, INC.
000C29	VMware, Inc.
001C14	VMware, Inc.
005056	VMware, Inc.
000569	VMware, Inc.
00C094	VMX INC.
F852DF	VNL Europe AB
A4F4C2	Vnpt Tech
A06518	VNPT TECHNOLOGY
00D0A3	VOCAL DATA, INC.
0009EF	Vocera Communications
001428	Vocollect Inc
8C278A	Vocollect Inc
78E2BD	Vodafone Automotive S.p.A.
E48F34	Vodafone Italia S.p.A.
74366D	Vodafone Italia S.p.A.
BC15AC	Vodafone Italia S.p.A.
6459F8	Vodafone Omnitel B.V.
002489	Vodafone Omnitel N.V.
90356E	Vodafone Omnitel N.V.
30E48E	Vodafone UK
D8E004	Vodia Networks Inc
000362	Vodtel Communications, Inc.
00A04E	VOELKER TECHNOLOGIES, INC.
E86D6E	voestalpine SIGNALING Fareham Ltd.
4C3B74	VOGTEC(H.K.) Co., Ltd
0050B3	VOICEBOARD CORPORATION
00B600	Voim Co, Ltd
000D15	Voipac s.r.o.
9C99CD	Voippartners
BCCD45	Voismart
000811	VOIX Corporation
209AE9	Volacomm Co., Ltd
0010CE	VOLAMP, LTD.
F893F3	Volans
141BBD	Volex Inc.
007DFA	Volkswagen Group of America
000B04	Volktek Corporation
0021D4	Vollmer Werke GmbH
001B5D	Vololink Pty Ltd
C02FF1	Volta Networks
0008F1	Voltaire
88DD79	Voltaire
601929	VOLTRONIC POWER TECHNOLOGY(SHENZHEN) CORP.
00A0A7	VORAX CORPORATION
000B32	VORMETRIC, INC.
0006B4	Vorne Industries, Inc.
6C4B7F	Vossloh-               # Vossloh-Schwabe Deutschland GmbH
00800D	Vosswinkel FU
183A48	VostroNet
001A94	Votronic GmbH
00D02A	Voxent Systems Ltd.
000B07	Voxpath Networks
001B15	Voxtel, Inc.
2493CA	Voxtronic Technology Computer-Systeme GmbH
00244A	Voyant International
000432	Voyetra Turtle Beach, Inc.
34996F	VPI Engineering
0060A1	VPNet, Inc.
001BE6	VR AG
0005F1	Vrcom, Inc.
002121	VRmagic GmbH
001335	VS Industry Berhad
746A8F	VS Vision Systems GmbH
7C9A9B	VSE valencia smart energy
00097F	Vsecure 2000 LTD.
0050FB	VSK ELECTRONICS
000925	VSN Systemen BV
8CFEB4	Vsoontech Electronics Co, Ltd
C4EEAE	VSS Monitoring
001329	VSST Co., LTD
00D001	VST TECHNOLOGIES, INC.
0006AA	VT Miltope
08005B	VTA TECHNOLOGIES INC.
9C5D95	VTC Electronics Corp.
949990	Vtc Telecommunications
04072E	VTech Electronics Ltd
0011A0	Vtech Engineering Canada Ltd
001F6E	Vtech Engineering Corporation
000D14	Vtech Innovation LP dba Advanced American Telephones
000908	VTech Technology Corp.
A4975C	VTech Telecommunications Ltd
C468D0	VTech Telecommunications Ltd
14AEDB	VTech Telecommunications Ltd.
00122A	VTech Telecommunications Ltd.
000D96	Vtera Technology Inc.
000D3F	VTI Instruments Corporation
447DA5	VTION INFORMATION TECHNOLOGY (FUJIAN) CO.,LTD
000513	VTLinx Multimedia Systems, Inc.
7463DF	VTS GmbH
6828F6	Vubiq Networks, Inc.
000EF7	Vulcan Portals Inc
D44C24	Vuppalamritha Magnetic Components LTD
002398	Vutlan sro
006DFB	Vutrix Technologies Ltd
6099D1	Vuzix / Lenovo
98DA92	Vuzix Corporation
98AE71	Vvdn Tech Pvt. Ltd
0018F9	VVOND, Inc.
3C6816	VXi Corporation
002552	VXi Corporation
B4C44E	VXL eTech Pvt Ltd
006072	VXL INSTRUMENTS, LIMITED
805067	W & D TECHNOLOGY CORPORATION
303294	W-Ie-Ne-               # W-IE-NE-R Plein & Baus GmbH
0006AB	W-Link Systems, Inc.
000F2F	W-LINX TECHNOLOGY CO., LTD.
002177	W. L. Gore & Associates
000168	W&G (Wandel & Goltermann)
00E06B	W&G SPECIAL PRODUCTS
001B4A	W&W Communications, Inc.
000A93	W2 Networks, Inc.
001820	w5networks
CC4639	Waav, Inc
0022E2	WABTEC Transit Division
D490E0	Wachendorff Automation GmbH & Co KG
A8D3C8	Wachendorff Elektronik  GmbH & Co. KG
14EDA5	Wächter GmbH Sicherheitssysteme
68A8E1	Wacom Co, Ltd
884A70	Wacom Co, Ltd
0013C2	WACOM Co.,Ltd
F02624	WAFA TECHNOLOGIES CO., LTD.
0030DE	WAGO Kontakttechnik GmbH
00D029	WAKEFERN FOOD CORPORATION
000A6C	Walchem Corporation
F02A61	Waldo Networks, Inc.
009067	WalkAbout Computers, Inc.
907AF1	Wally
C44BD1	Wallys Communications  Teachnologies Co.,Ltd.
0025A5	Walnut Media Network
00E07E	WALT DISNEY IMAGINEERING
0016FF	Wamin Optocomm Mfg Corp
E09DFA	Wanan Hongsheng Electronic Co.Ltd
008016	Wandel & Goltermann
0000D3	Wang Labs
F45B73	Wanjiaan Interconnected Technology Co., Ltd
001A13	Wanlida Group Co., LTD
00154A	WANSHIH ELECTRONIC CO., LTD
0008F3	Wany
18E1CA	wanze
002441	Wanzl Metallwarenfabrik GmbH
FCB58A	Wapice Ltd.
0023D5	WAREMA electronic GmbH
E8E770	Warp9 Tech Design, Inc.
1C11E1	Wartsila Finland Oy
000F43	Wasabi Systems Inc.
386E21	Wasion Group Ltd.
001EDD	WASKO S.A.
94611E	Wata Electronics Co.,Ltd.
0002B7	Watanabe Electric Industry Co., Ltd.
000397	Watchfront Limited
00907F	WatchGuard Technologies, Inc.
000121	Watchguard Technologies, Inc.
001D96	WatchGuard Video
882364	Watchnet DVR Inc
60447A	Water-i.d. GmbH
68B43A	WaterFurnace International, Inc.
0000C4	WATERS DIV. OF MILLIPORE
000DF4	Watertek Co.
BCE59F	WATERWORLD Technology Co.,LTD
0003AA	Watlow
6C23CB	Wattty Corp
3CB17F	Wattwatchers Pty Ld
000FC1	WAVE Corporation
001A60	Wave Electronics Co.,Ltd.
00607C	WaveAccess, Ltd.
0021C9	Wavecom Asia Pacific Limited
0013F0	Wavefront Semiconductor
041A04	Waveip
90D7BE	Wavelab Global Inc.
F40F9B	Wavelink
5C2623	WaveLynx Tech Corp
00600E	WAVENET INTERNATIONAL, INC.
000E4E	Waveplus Technology Co., Ltd.
0090C8	WAVERIDER COMMUNICATIONS (CANADA) INC.
001CD1	Waves Audio LTD
0013B5	Wavesat
0003E8	Wavesight Ltd
000412	WaveSmith Networks, Inc.
0060C1	WaveSpan Corporation
000F0E	WaveSplitter Technologies, Inc.
001C3D	WaveStorm
B0BB8B	Wavetel Tech Ltd
001D2C	Wavetrend Technologies (Pty) Limited
1CC11A	Wavetronix
009011	WAVTrace, Inc.
D46F42	WAXESS USA Inc
001A09	Wayfarer Transit Systems Ltd
0001B4	Wayport, Inc.
000EE9	WayTech Development, Inc.
B8F5E7	WayTools, LLC
50584F	waytotec,Inc.
001DA5	WB Electronics
001904	WB Electronics Sp. z o.o.
A0D635	Wbs Tech
E00EE1	We Corp Inc
D0E40B	Wearable Inc.
1CF03E	Wearhaus Inc.
004078	Wearnes Automation Pte Ltd
4054E4	Wearsafe Labs Inc
0016BA	WEATHERNEWS INC.
340F66	Web Sensing Llc
6CAF15	Webasto SE
F499AC	WEBER Schraubautomaten GmbH
70918F	Weber-Stephen Products LLC
0030A1	WEBGATE Inc.
00E077	WEBGEAR, INC.
001683	WEBIO International Co.,.Ltd.
001154	Webpro Technologies Inc.
001DF8	Webpro Vision Technology Corporation
00FC58	WebSilicon Ltd.
001089	Websonic
00E0F3	WebSprint Communications, Inc.
000018	Webster Computer Corporation
5474E6	Webtech Wireless
0060BE	WEBTRONICS
00E01D	WebTV NETWORKS, INC.
000A07	WebWayOne Ltd
0005F3	Webyn
3831AC	Weg
00078B	Wegener Communications, Inc.
A41566	Wei Fang Goertek Electronics Co.,Ltd
A830AD	Wei Fang Goertek Electronics Co.,Ltd
FC5B24	Weibel Scientific A/S
00157E	Weidmüller Interface GmbH & Co. KG
A0AB51	Weifang Goertek Electronics Co, Ltd
DC0C2D	Weifang Goertek Electronics Co, Ltd
90895F	Weifang Goertek Electronics Co, Ltd
DCAF68	Weifang Goertek Electronics Co, Ltd
841766	Weifang GoerTek Electronics Co., Ltd
401B5F	Weifang GoerTek Electronics Co., Ltd.
ACFD93	Weifang GoerTek Electronics Co., Ltd.
A45385	Weifang GoerTek Electronics Co., Ltd.
1C965A	Weifang goertek Electronics CO.,LTD
CC5C75	Weightech Com. Imp. Exp. Equip. Pesagem Ltda
489153	Weinmann Geräte für Medizin GmbH + Co. KG
00038F	Weinschel Corporation
000C26	Weintek Labs. Inc.
00246D	Weinzierl Engineering GmbH
001C6A	Weiss Engineering Ltd.
001912	Welcat Inc
001AFA	Welch Allyn, Inc.
00189C	Weldex Corporation
0018EC	Welding Technology Corporation
4C26E7	Welgate Co., Ltd.
002205	WeLink Solutions, Inc.
001E4D	Welkin Sciences, LLC
0009F3	WELL Communication Corp.
A06986	Wellav Technologies Ltd
70D5E7	Wellcore Corporation
0000A2	Wellfleet
001DB9	Wellspring Wireless
0001A8	Welltech Computer Co., Ltd.
0019DA	Welltrans O&E Technology Co. , Ltd.
00202C	WELLTRONIX CO., LTD.
787052	Welotec GmbH
001A68	Weltec Enterprise Co., Ltd.
000917	WEM Technology Inc
544A05	wenglor sensoric gmbh
24E43F	Wenzhou Kunmei Communication Technology Co.,Ltd.
00140A	WEPIO Co., Ltd.
D057A1	Werma Signaltechnik GmbH & Co. KG
00218B	Wescon Technology, Inc.
001EDA	Wesemann Elektrotechniek B.V.
F0D7DC	Wesine (Wuhan) Tech Co, Ltd
00404A	WEST AUSTRALIAN DEPARTMENT
00E05B	WEST END SYSTEMS CORP.
000F67	West Instruments
248000	Westcontrol AS
00808D	Westcove Technology BV
001328	Westech Korea Inc.,
0CD502	Westell Technologies Inc.
00600F	Westell Technologies Inc.
000FDB	Westell Technologies Inc.
00183A	Westell Technologies Inc.
002397	Westell Technologies Inc.
00077C	Westermo Teleindustri AB
0011B4	Westermo Teleindustri AB
0009D3	Western DataCom Co., Inc.
0090A9	WESTERN DIGITAL
C00000	Western Digital (may be reversed 00 00 C0?)
0000C0	Western Digital now SMC (Std. Microsystems Corp.)
0014EE	Western Digital Technologies, Inc.
0021F5	Western Engravers Supply, Inc.
000444	Western Multiplex Corporation
00099B	Western Telematic Inc.
000709	Westerstrand Urfabrik AB
509772	Westinghouse Digital
180C77	Westinghouse Electric Company, LLC
00A0E1	WESTPORT RESEARCH ASSOCIATES, INC.
00B01C	Westport Technologies
687848	Westunitis Co., Ltd.
0006BA	Westwave Communications
002171	Wesung TNC Co., Ltd.
000B26	Wetek Corporation
B4944E	WeTelecom Co., Ltd.
F4C795	WEY Elektronik AG
002647	WFE TECHNOLOGY CORP.
9CA69D	Whaley Technology Co.Ltd
00237B	WHDI LLC
0004F1	Wherenet
94FD1D	WhereWhen Corp
0002B8	WHI KONSULT AB
88E712	Whirlpool Corporation
006061	WHISTLE COMMUNICATIONS CORP.
E07C62	Whistle Labs, Inc.
0020A9	WHITE HORSE INDUSTRIAL
006088	WHITE MOUNTAIN DSP, INC.
000640	White Rock Networks
346F92	White Rodgers Division
24590B	White Sky Inc. Limited
08006D	WHITECHAPEL COMPUTER WORKS
0090D8	WHITECROSS SYSTEMS
F0F644	Whitesky Science & Technology Co.,Ltd.
00A009	WHITETREE NETWORK
C4237A	WhizNets Inc.
30C82A	WI-BIZ srl
AC14D2	wi-daq, inc.
D45C70	Wi-Fi Alliance
506F9A	Wi-Fi Alliance
001552	Wi-Gear Inc.
001E48	Wi-Links
B07870	Wi-NEXT, Inc.
0C5A9E	Wi-SUN Alliance
50B888	wi2be Tecnologia S/A
001988	Wi2Wi
686E23	Wi3 Inc.
5C41E7	Wiatec International Ltd.
34D954	WiBotic Inc
001E06	Wibrain
001CAE	WiChorus, Inc.
000A05	Widax Corp.
000361	Widcomm, Inc.
002435	WIDE CORPORATION
D83AF5	Wideband Labs Llc
001D7A	Wideband Semiconductor, Inc.
001C48	WiDeFi, Inc.
0011F0	Wideful Limited
001210	WideRay Corp
000F8A	Wideview
84D4C8	Widex A/S
404AD4	Widex A/S
000717	Wieland Electric GmbH
00C03D	Wiesemann & Theis Gmbh
A00ABF	Wieson Technologies Co., Ltd.
706DEC	Wifi-soft LLC
38C70A	Wifisong
6C750D	Wifisong
8CDD8D	Wifly-City System Inc.
00A509	WigWag Inc.
900A39	Wiio, Inc.
0030F5	Wild Lab. Ltd.
384233	Wildeboer Bauteile GmbH
9C7514	Wildix srl
9C25BE	Wildlife Acoustics, Inc
000D13	Wilhelm Rutenbeck GmbH&Co.KG
00193B	Wilibox Deliberant Group LLC
0012AB	WiLife, Inc.
001475	Wiline Networks, Inc.
98AA3C	Will i-tech Co., Ltd.
00100A	WILLIAMS COMMUNICATIONS GROUP
0010C2	WILLNET, INC.
0024CD	Willow Garage, Inc.
0090B4	WILLOWBROOK TECHNOLOGIES
00053A	Willowglen Services Pte Ltd
0023F5	WILO SE
04CE14	Wilocity LTD.
00E0A0	WILTRON CO.
001FB7	WiMate Technologies Corp.
001388	WiMedia Alliance
00014E	WIN Enterprises, Inc.
2C0623	Win Leader Inc.
0030D2	WIN TECHNOLOGIES, CO., LTD.
001CA6	Win4net
000C4E	Winbest Technology CO,LT
00101D	WINBOND ELECTRONICS CORP.
4854E8	Winbond?
20D21F	Wincal Technology Corp.
00213A	Winchester Systems Inc.
00067E	WinCom Systems, Inc.
0001DA	WINCOMM Corporation
000356	Wincor Nixdorf International GmbH
004047	WIND RIVER SYSTEMS
004012	WINDATA, INC.
00081B	Windigo Systems
F4B381	WindowMaster A/S
9CE7BD	Winduskorea co., Ltd
00171A	Winegard Company
9470D2	WINFIRM TECHNOLOGY
6CD1B0	WING SING ELECTRONICS HONG KONG LIMITED
541473	Wingtech Group (HongKong）Limited
A444D1	Wingtech Group (HongKong）Limited
14169E	Wingtech Group (HongKongï¼‰Ltd
2C5731	Wingtech Group (HongKongï¼‰Ltd
B02A1F	Wingtech Group (HongKongï¼‰Ltd
001EAD	Wingtech Group Limited
001914	Winix Co., Ltd
0014BE	Wink communication technology CO.LTD
001C5F	Winland Electronics, Inc.
0003E1	Winmate Communication, Inc.
000D8A	Winners Electronics Co., Ltd.
000F89	Winnertec System Co., Ltd.
001097	WinNet Metropolitan Communications Systems, Inc.
001889	WinNet Solutions Limited
000ACC	Winnow Networks, Inc.
000654	Winpresa Building Automation Technologies GmbH
C0028D	WINSTAR Display CO.,Ltd
803F5D	Winstars Technology Ltd
000145	WINSYSTEMS, INC.
000F70	Wintec Industries, inc.
001EBC	WINTECH AUTOMATION CO.,LTD.
0015F7	Wintecronics Ltd.
48365F	Wintecronics Ltd.
0874F6	Winterhalter Gastronom GmbH
D0D6CC	Wintop
00D066	WINTRISS ENGINEERING CORP.
0024D5	Winward Industrial Limited
001E07	Winy Technology Co., Ltd.
B065F1	Wio Manufacturing HK Ltd
000D37	Wiplug
00087A	Wipotec GmbH
002063	Wipro Infotech Ltd
0019A8	WiQuest Communications
0021F9	WIRECOM Technologies
BAA2D0	Wireless Broadband Alliance Ltd
0025BF	Wireless Cables Inc.
BCE796	Wireless Cctv Ltd
00A0BF	WIRELESS DATA GROUP MOTOROLA
6C8D65	Wireless Glue Networks, Inc.
000E05	WIRELESS MATRIX CORP.
0026AE	Wireless Measurement Ltd
000786	Wireless Networks Inc.
00042A	Wireless Networks, Inc.
0090CB	Wireless OnLine, Inc.
08B7EC	Wireless Seismic
042234	Wireless Standard Extensions
000942	Wireless Technologies, Inc
CCFCB1	Wireless Technology, Inc.
000179	WIRELESS TECHNOLOGY, INC.
846AED	Wireless Tsukamoto.,co.LTD
3CD4D6	WirelessWERX, Inc
00049E	Wirelink Co., Ltd.
00187A	Wiremold
70C833	Wirepas Oy
0007E1	WIS Communications Co. Ltd.
A0A3B8	Wiscloud
002112	WISCOM SYSTEM CO.,LTD
000D21	WISCORE Inc.
00203B	WISDM LTD.
001B42	Wise & Blue
00207A	WiSE Communications, Inc.
001CF5	Wiseblue Technology Limited
001786	Wisembed
A8FB70	WiseSec L.t.d
54FB58	WISEWARE, Lda
000398	Wisi
944996	WiSilica Inc
485A3F	Wisol
702C1F	Wisol
3065EC	Wistron (ChongQing)
000AE4	Wistron Corporation
80EB77	Wistron Corporation
001D72	Wistron Corporation
00262D	Wistron Corporation
5CFF35	Wistron Corporation
001F16	Wistron Corporation
0016D3	Wistron Corporation
0894EF	Wistron Infocomm (Zhongshan) Corporation
F80F41	Wistron Infocomm (Zhongshan) Corporation
206A8A	Wistron Infocomm (Zhongshan) Corporation
F0DEF1	Wistron Infocomm (Zhongshan) Corporation
38B725	Wistron Infocomm (Zhongshan) Corporation
70E284	Wistron Infocomm (Zhongshan) Corporation
98EECB	Wistron Infocomm (Zhongshan) Corporation
482AE3	Wistron InfoComm(Kunshan)Co, Ltd
94DF4E	Wistron InfoComm(Kunshan)Co.,Ltd.
54EE75	Wistron InfoComm(Kunshan)Co.,Ltd.
3C970E	Wistron InfoComm(Kunshan)Co.,Ltd.
D86162	Wistron Neweb Corp
B89F09	Wistron Neweb Corp
44E4EE	Wistron Neweb Corp
64FF0A	Wistron Neweb Corp
B00073	Wistron Neweb Corp
B8B7F1	Wistron Neweb Corp
0012C3	WIT S.A.
0010D0	WITCOM, LTD.
001F7C	Witelcom AS
0008CD	With-Net Inc
0024E4	Withings
2CCA0C	Withus Planet
002301	Witron Technology Limited
002533	WITTENSTEIN AG
001F7A	WiWide Inc.
6C2990	WiZ Connected Lighting Co Ltd
A8BB50	WiZ IoT Company Limited
B0BF99	WIZITDONGDO
34F39B	WizLAN Ltd.
0014AE	Wizlogics Co., Ltd.
0008DC	Wiznet
001AFF	Wizyoung Tech.
00145D	WJ Communications, Inc.
441319	WKK TECHNOLOGY LTD.
00408F	WM-Data Minfo AB
00A0AF	WMS INDUSTRIES
80EA23	WNC
E037BF	WNC
48A9D2	WNC
746FF7	WNC
000B6B	WNC
001BB1	WNC
2824FF	WNC
6002B4	WNC
BC307E	WNC
2CDCAD	WNC
8C579B	WNC
A854B2	WNC
30144A	WNC
90A4DE	WNC
BC307D	WNC
0012F8	WNI Resources, LLC
B4ED54	Wohler Technologies
000C92	WolfVision Gmbh
9466E7	WOM Engineering
081F3F	WondaLink Inc.
00154B	Wonde Proud Technology Co., Ltd
64A341	Wonderlan (Beijing) Technology Co., Ltd.
00262B	Wongs Electronics Co. Ltd.
003CC5	WONWOO Engineering Co., Ltd
00F3DB	WOO Sports
48FCB8	Woodstream Corporation
00128C	Woodward Governor
0030A4	Woodwind Communications System
F47A4E	Woojeon&               # Woojeon&Handan
183009	Woojin Industrial Systems Co., Ltd.
00161E	Woojinnet
0017ED	WooJooIT Ltd.
000BAF	WOOJU COMMUNICATIONS Co,.Ltd
00073F	Woojyun Systec Co., Ltd.
00082B	Wooksung Electronics, Inc.
000203	Woonsang Telecom, Inc.
540593	WOORI ELEC Co.,Ltd
00227C	Woori SMT Co.,ltd
64ED62	WOORI SYSTEMS Co., Ltd
0011F4	woori-net
000290	Woorigisool, Inc.
60FD56	WOORISYSTEMS CO., Ltd
0012B4	Work Microwave GmbH
00309E	WORKBIT CORPORATION.
002072	WORKLINK INNOVATIONS
0002D2	Workstation AG
08EBED	World Elite Technology Co.,LTD
00164F	World Ethnic Broadcastin Inc.
EC52DC	WORLD MEDIA AND TECHNOLOGY Corp.
0002A1	World Wide Packets
000F26	WorldAccxx  LLC
000254	WorldGate
B83A7B	Worldplay (Canada) Inc.
0011E7	WORLDSAT - Texas de France
00177F	Worldsmart Retech
001AF6	Woven Systems, Inc.
001876	WowWee Ltd.
844823	WOXTER TECHNOLOGY Co. Ltd
64E625	Woxu Wireless Co., Ltd
0022E7	WPS Parking Systems
74FF7D	Wren Sound Systems, LLC
083F3E	WSH GmbH
000ECA	WTSS Inc
000D36	Wu Han Routon Electronic Co., Ltd
48555C	Wu Qi Tech, Inc
682DDC	Wuhan Changjiang Electro-Communication Equipment CO.,LTD
44C69B	Wuhan Feng Tian Information Network CO.,LTD
000AC2	Wuhan FiberHome Digital Technology Co.,Ltd.
14F893	Wuhan FiberHome Digital Technology Co.,Ltd.
1889A0	Wuhan Funshion Online Tech Co, Ltd
7CC926	Wuhan GreeNet Information Service Co, Ltd
0024B9	Wuhan Higheasy Electronic Technology Development Co.Ltd
4AC03F	Wuhan Hikstorage Tech Co, Ltd
00267A	wuhan hongxin telecommunication technologies co.,ltd
0C826A	Wuhan Huagong Genuine Optics Technology Co., Ltd
183825	Wuhan Lingjiu High-tech Co.,Ltd.
B4C476	Wuhan Maritime Communication Research Institute
60A11E	Wuhan Maxsine Electric Co, Ltd
48DF1C	Wuhan NEC Fibre Optic Communications industry Co. Ltd
001D2B	Wuhan Pont Technology CO. , LTD
DCEB53	Wuhan QianXiao Elecronic Tech Co, Ltd
000467	Wuhan Research Institute of MII
001CAD	Wuhan Telecommunication Devices Co.,Ltd
AC203E	Wuhan Tianyu Information Industry Co, Ltd
2C7CE4	Wuhan Tianyu Information Industry Co, Ltd
4C80BA	Wuhan Tianyu Information Industry Co, Ltd
B83241	Wuhan Tianyu Information Industry Co., Ltd.
001A69	Wuhan Yangtze Optical Technology CO.,Ltd.
D49E6D	Wuhan Zhongyuan Huadian Science & Technology Co.,
D8E743	Wush, Inc
E43FA2	Wuxi DSP Technologies Inc.
988744	Wuxi Hongda Science and Technology Co.,LTD
7C7176	Wuxi iData Technology Company Ltd.
005218	Wuxi Keboda Electron Co.Ltd
049645	WUXI SKY CHIP INTERCONNECTION TECHNOLOGY CO.,LTD.
E0795E	Wuxi Xiaohu Tech Co, Ltd
0CC655	Wuxi YSTen Technology Co.,Ltd.
707938	Wuxi Zhanrui Electronic Technology Co.,LTD
0041B4	Wuxi Zhongxing Optoelectronics Technology Co.,Ltd.
000C71	Wybron, Inc
A8D88A	Wyconn
00A015	Wyle
C8458F	Wyler AG
74D675	WYMA Tecnologia
0024EE	Wynmax Inc.
001C78	WYPLAY SAS
E4CE02	WyreStorm Technologies Ltd
008064	Wyse
505800	WyTec International, Inc.
345D10	Wytek
2CAA8E	Wyze Labs Inc
000B79	X-COM, Inc.
04EE91	x-fabric GmbH
002581	x-star networks Inc.
000148	X-traWeb Inc.
0009FF	X.net 2000 GmbH
D87EB1	x.o.ware, inc.
000C64	X2 MSA Group
0021D5	X2E GmbH
F8472D	X2gen Digital Corp. Ltd
709E86	X6D Limited
00124E	XAC AUTOMATION CORP.
00206E	XACT, INC.
00271E	Xagyl Communications
0006AF	Xalted Networks
000F42	Xalyo Systems
000F37	Xambala Incorporated
00162C	Xanboo
00C075	Xante Corporation
0015D2	Xantech Corp
809393	Xapt GmbH
E8330D	Xaptec GmbH
B0A6F5	Xaptum, Inc
00E0AE	XAQTI CORPORATION
006089	Xata
000138	XAVi Technologies Corp.
E09153	XAVi Technologies Corp.
004017	XcdXjet-
F077D0	Xcellen
544741	Xcheng Holding
003038	XCP, INC.
0016CC	Xcute Mobile Corp.
00C073	Xedia Corporation
0050EA	XEL COMMUNICATIONS, INC.
000C93	Xeline Co., Ltd.
00236B	Xembedded, Inc.
0009E0	XEMICS S.A.
04F4BC	Xena Networks
001FBB	Xenatech Co.,LTD
001BAA	XenICs nv
00175F	XENOLINK Communications Co., Ltd.
3891FB	Xenox Holding BV
0008BE	XENPAK MSA Group
00163E	Xensource, Inc.
28B0CC	Xenya d.o.o.
005500	Xerox
0000AA	Xerox
080072	XEROX CORP UNIV GRANT PROGRAM
9C934E	Xerox Corporation
000005	XEROX CORPORATION
000007	XEROX CORPORATION
000004	XEROX CORPORATION
000003	XEROX CORPORATION
000006	XEROX CORPORATION
000008	XEROX CORPORATION
000226	XESystems, Inc.
70F1E5	Xetawave LLC
001F71	xG Technology, Inc.
588D64	Xi'an Clevbee Tech Co, Ltd
CC7286	Xi'an Fengyu Information Tech Co, Ltd
CCF8F0	Xi'an HISU Multimedia Technology Co.,Ltd.
B8BA68	Xi'an Jizhong Digital Communication Co.,Ltd
F8C120	Xi'an Link-Science Tech Co, Ltd
54B56C	Xi'an NovaStar Tech Co., Ltd
F0AE51	Xi3 Corp
002638	Xia Men Joyatech Co., Ltd.
58F67B	Xia Men UnionCore Technology LTD.
BCF811	Xiamen DNAKE Technology Co.,Ltd
54D0B4	Xiamen Four-Faith Communication Technology Co.,Ltd
6CC147	Xiamen Hanin Electronic Tech Co, Ltd
A40DBC	Xiamen Intretech Inc.
E8A788	Xiamen Leelen Tech Co, Ltd
C09A71	XIAMEN MEITU MOBILE TECHNOLOGY CO.LTD
001586	Xiamen Overseas Chinese Electronic Co., Ltd.
24E124	Xiamen Ursalink Tech Co, Ltd
604616	XIAMEN VANN INTELLIGENT CO., LTD
0012F7	Xiamen Xinglian Electronics Co., Ltd.
B4A305	Xiamen Yaxon Network Co, Ltd
001565	XIAMEN YEALINK NETWORK TECHNOLOGY CO.,LTD
F4B549	Xiamen Yeastar Information Technology Co., Ltd.
34D772	Xiamen Yudian Automation Tech Co, Ltd
200A5E	Xiangshan Giant Eagle Technology Developing Co., Ltd.
A89CED	Xiaomi Communications Co Ltd
2082C0	Xiaomi Communications Co Ltd
BC7FA4	Xiaomi Communications Co Ltd
1801F1	Xiaomi Communications Co Ltd
